Source,Target
HMGA1,RB1
HIF1A,APLN
IRF8,FAS
IRF8,JAK1
NFKB1,CARD8
MYC,TJP2
MYC,CCND1
MYC,HLA-DRB1
FOSL1,KAT2B
JUNB,KAT2B
TBP,IGFBP3
JUN,AHSG
JUNB,AHSG
SREBF1,ABCA3
SREBF2,ABCA3
JUN,ROS1
JUNB,ROS1
HSF2,DACH1
CEBPG,ERCC5
JUN,CYP17A1
JUNB,CYP17A1
ZNF395,SAP30
MAF,ADIPOQ
JUNB,CTSK
NFKB1,HIF1A
HOXB2,REG1B
NR3C1,PLA2G4A
HR,L1CAM
JUN,CREB1
JUNB,CREB1
JUN,OGA
JUNB,OGA
JUN,SMARCA1
JUNB,SMARCA1
JUN,USF1
JUNB,USF1
BCL6,PLA2G2A
HSF2,FOS
HSF2,HSP90AA1
HSF2,HSPB1
TBP,MED21
TBP,NPRL3
SMAD3,CYP7A1
SREBF2,PCSK9
NRG1,MTA1
JUN,CASP8
JUNB,CASP8
NEUROD1,NEUROD2
GABPA,PRDX5
POU5F1,KDM3A
POU5F1,KDM4C
TFCP2L1,KDM3A
NFKB1,MDM2
NR3C1,CRYAB
NR3C1,HSPB2
MEF2A,MYOCD
TBX15,TRIM28
NFE2L2,TXNRD1
MYC,UBE3A
HIF1A,ROS1
HR,FLT4
NFKB1,CALCR
NFKB1,PTPN11
RUNX2,DMP1
DLX3,DES
SP7,DES
NFKB1,LZTS2
MEF2C,PPARA
PPARG,FGF21
PPARA,AHR
JUN,CEBPD
ATF6,SYVN1
ZNF143,TERT
TBP,TERT
MYC,KLF4
GATA4,VEGFA
NR3C1,CYP2A6
NFKB1,CYLD
SMAD2,HES1
SMAD3,HES1
SMAD3,NOTCH3
CEBPG,CIITA
CEBPG,SAMHD1
TP73,ALB
ID2,BCL2L1
NFYA,TSC2
PPARA,PDX1
JUN,BAK1
JUNB,BAK1
NFKB1,BAK1
PPARG,GCK
HR,CDH1
HIF1A,PEPD
ZBTB16,CRABP1
ZBTB16,RARA
ZBTB16,ZBTB16
POU2F1,ESR1
TFCP2L1,GRHL1
NFATC2,PTGS2
ZBTB10,SP3
ZBTB10,ESR1
MEF2C,TNNI3K
HIF1A,EBP
SMAD2,CCND1
SMAD2,CSN2
JUN,PLA2G4A
TBX2,MAPK14
PPARG,SOCS3
PPARA,SLC2A4
NFE2L2,ABCC1
NFE2L2,ABCG2
NFKB1,PTX3
HIF1A,PMAIP1
MYC,PMAIP1
IRF8,SLC11A1
MYOG,UCP2
MYOG,UCP3
NFKB1,TGFBR2
HIF1A,SPHK1
NFKB1,NLRP2
IRF3,TP53
IRF3,PML
MYC,TSC2
PPARG,FOS
MYC,CCNY
TWIST1,CDH1
CUX1,CCNA2
CUX1,DHFR
IRF3,CHUK
NFKB1,HOXA9
JUN,CCR4
JUNB,CCR4
TLX1,FHL1
JUN,CYP1A1
JUNB,CYP1A1
NFKB1,CYP1A1
SREBF2,NPC1L1
NFKB1,TNIP3
NFATC2,APP
NFATC2,BACE1
NFKB1,NRG1
AIRE,CSTB
AIRE,PIAS1
NFKB1,PLD2
CUX1,SON
TCF3,DSCR4
NR3C1,AHR
JUNB,IBSP
NFKB1,MUC5B
CTCFL,CTCFL
NAB2,EGR2
JUN,HCST
PROX1,CALCRL
SMAD3,FOXP3
NFKB1,DYNC1H1
MYC,LAMTOR5
LYL1,ID1
LYL1,BRCA1
LYL1,CCND3
ZNF384,KDR
HIF1A,MATK
HIF1A,CHKA
TEAD1,IFITM3
GATA6,TNC
HIF1A,TUBB3
JUN,DHX9
JUN,CD14
JUNB,CD14
NFKB1,CD14
SMAD2,FST
SMAD3,FST
JUN,C5
JUNB,C5
JUN,OSM
JUNB,OSM
CEBPG,NR5A2
JUN,ECEL1
JUN,SNAP25
JUNB,SNAP25
IRF8,PTPN13
CEBPG,SOCS3
CEBPG,PTK2B
MYC,SFRP2
MYC,WDR5
TBP,NFKBIA
GATA4,PPA1
HMGA1,HMGCS2
HMGA1,IGF1
HMGA1,IGF2
NFKB1,CPNE1
TBP,GC
MYC,MEIS1
NFATC2,IL5
HMGB2,TNF
MEF2A,COX6A1
MEF2A,COX7A1
RUNX2,BAX
SREBF1,ELOVL6
NFKB1,DCLK1
JUN,CAPNS1
JUNB,CAPNS1
SP7,IL6
SP7,IL1A
ZFP42,SOCS3
NR3C1,PLAU
JUN,SMARCA4
JUNB,SMARCA4
IRF8,FGFR1
IRF8,KRT9
IRF8,ME3
CEBPG,C3
NFKB1,ROCK1
NFKB1,SLC2A1
NFKB1,PRKCE
TBP,ADH1B
HIF1A,SDHB
HIF1A,DIO3
MEF2A,FGF16
NFKB1,APP
CEBPG,CD36
OVOL1,CHUK
RUNX1,AQP1
SREBF1,NPC1
SREBF2,NPC1
GSX1,INS
RUNX1,CDKN2C
MYC,CSF1R
NFKB1,PTPN1
NRG1,PAK1
TBX3,GJA1
JDP2,CASR
NFKB1,CCL22
ID2,BGLAP
JUN,CNR1
JUNB,CNR1
PPARA,ETFDH
PPARA,MGLL
PPARA,PCTP
JUN,TIMP3
PPARG,CXCR1
PPARG,CXCR2
JUN,CRP
JUNB,CRP
NFKB1,MYOCD
HIF1A,TWIST1
HIF1A,NKX2-5
HIF1A,TNNI3
GATA6,CALR
RUNX1,RGCC
JUN,HCRT
JUNB,HCRT
JUN,AGT
JUNB,AGT
JUN,DYNC1H1
PPARG,INSR
JUN,AKR1B1
JUNB,AKR1B1
NFKB1,TAB1
ZEB1,CCN6
NR3C1,NR1I2
RUNX1,SPEN
SMAD3,TNFSF13B
MYC,POLG
MYC,POLG2
SMAD3,CSN2
FOXA2,MUC2
HIF1A,MT1A
TFAP4,DBH
HIF1A,KITLG
HIF1A,PTEN
JUN,CD38
JUNB,CD38
NFKB1,CD38
JUN,SP3
JUNB,SP3
NFYA,E2F1
JUN,NF1
JUN,NFYA
NFE2L2,HCFC1
BCL6,CHEK1
CUX1,MYC
MYC,PCNA
NR3C1,NPPA
NFE2L2,TOMM34
MYC,PTK2B
ARNT,CUL2
JUN,PSEN1
NFKB1,IL23A
TP73,CASP3
GATA4,HP
GATA4,CEBPB
GATA4,CEBPD
GATA4,KNG1
GABPA,IL7R
GFI1,IL7
KLF2,CEBPA
KLF3,CEBPA
KLF3,KLF3
TBP,ADRA1D
TBP,ISCU
HIF1A,STC2
JDP2,APEH
JDP2,DDIT3
NR3C1,CGA
HIF1A,EDNRB
HIF1A,PGF
SREBF1,HMGCR
MYC,ITPR1
CTCFL,BAG1
PPARG,SDC1
PPARA,SDC1
HR,GDF15
HIF1A,HGFAC
JUN,CCT2
JUNB,CCT2
NFKB1,CASP14
JUN,CASP14
JUNB,CASP14
GATA4,DIO1
JUN,TRH
JUNB,TRH
RUNX2,ZFP64
MYC,CRY1
MYC,DEFB1
POU4F2,HTT
HSF2,HSPA1B
POU2F1,ALDH3A1
ID2,TG
CEBPG,COL2A1
RUNX2,LGALS3
GATA4,TIE1
RUNX1,ANGPT1
RUNX1,TIE1
NR3C1,S100A10
SON,HBG2
GATA4,SRY
SFPQ,DNAAF4
NFYA,FGFR1
NFYA,ME3
JUN,GCG
BCL6,TP53
DNAJC1,VEGFA
NFKB1,PIK3C3
JUNB,CXCL2
GATA6,NOX1
GATA6,GATA6
GATA6,MAPK1
PPARA,GPT
PPARA,GPT2
RUNX1,TCF12
MLXIP,TXNIP
SP7,DKK1
ONECUT1,G6PC1
ONECUT1,PCK1
NFKB1,WNT1
CEBPG,PRSS50
SMAD3,ASIC3
NFKB1,DACH1
TCF3,POU5F1
POU5F1,NR0B1
JUN,KLF16
JUNB,KLF16
JUNB,SP1
HIF1A,THPO
RUNX1,FGFR1
NFKB1,EHF
NR3C1,IGFBP1
NOTO,WT1
DLX4,VDR
JUN,BMP2
JUNB,BMP2
JUN,PIK3R1
JUNB,PIK3R1
MYC,DFFA
NR3C1,CLDN5
NR3C1,OCLN
TWIST1,TP53
TWIST1,YBX1
PPARG,CAV1
HOXB2,LTBP1
NFKB1,DUSP1
NR1D1,TLR4
HIF1A,MRC1
ONECUT1,ALB
MAFA,GCG
JUN,PPP1CC
JUNB,PPP1CC
PPARA,SLC22A5
NFKB1,OPRM1
TBX15,DOT1L
TBX15,SCNN1A
TBX3,TBX2
TBX2,TBX3
HIF1A,KDM3A
IRF3,IFNA17
IRF3,TLR9
PPARG,CDKN2A
JUN,LIF
POU2F1,PTTG1
TP73,KRAS
KLF2,DPP7
HIF1A,AURKA
HIF1A,IGF2
ZBTB16,CXCR4
HSF2,HSPA1A
PROX1,CDKN2A
JUN,YWHAH
HR,SPHK1
GATA4,LHX9
GATA4,CISH
JUN,LOXL4
JUNB,LOXL4
JUN,SOD1
JUNB,SOD1
NFKB1,SGK1
MYC,ETS2
CEBPG,CCR2
GATA4,CCND2
GATA4,CDK4
GATA4,CCNA2
FOXA2,HPGD
MYC,EIF4G1
PPARG,COPS5
TBX15,CD44
TBX15,LHCGR
TBX15,RB1
MAF,FBXO32
NR3C1,PTGS1
POU1F1,GHRL
CUX1,AGTR1
TBP,DHODH
PPARG,CALR
TP73,CASP2
NR3C1,TRIM63
CUX1,JUN
SMAD2,SNAI1
SMAD3,SNAI1
TBP,CSF2
RUNX2,ADGRG2
RUNX2,GNA13
RUNX2,GPER1
RUNX2,KISS1R
RUNX2,LPAR4
ZNF217,CDKN2B
NFE2L2,KRT16
SMAD2,RHOA
SMAD3,RHOA
POU2F1,FABP2
PPARG,FABP2
JUN,RIPK1
JUNB,RIPK1
IRF3,TBK1
JUNB,NOX1
JUN,NOX1
ID2,CD79A
PPARA,PTGS2
NFKB1,STC1
HIF1A,STC1
GATA4,LRAT
POU1F1,ESR1
GATA6,STAR
ZNF217,EEF1A2
MYC,DDR2
PPARG,PLAAT3
NEUROD1,KCNQ5
NEUROD1,NAMPT
TCF3,ADIPOQ
NFATC2,MYOG
FOXA2,SLC5A5
TBP,CRP
RUNX1,BIRC5
KLF3,KLF8
ZNF143,NANOG
SFPQ,PPARGC1A
TBP,SCG2
NFKB1,NTN1
SIX3,SHH
NFE2L2,PMP22
HIF1A,EEF1A2
NFKB1,TAPBP
TBP,BRF1
TP73,ITCH
NFKB1,AQP2
NFKB1,CHI3L1
NFKB1,PLA2G4A
HIF1A,CHRNA3
IRF3,TNF
NFKB1,KAT2B
NFKB1,SPARC
HIF1A,ANG
SATB1,CD8A
SATB1,CISH
SATB1,DSP
HR,KIFBP
NFKB1,KIFBP
MAFA,G6PC2
NEUROD1,G6PC2
FOXA2,G6PC2
HIF1A,MEN1
TEF,HEXIM1
MEF2C,CTNNB1
NEUROD1,GNRHR
NR3C1,HES1
GATA6,MECOM
MEF2C,CALR
MEF2C,MECOM
MEF2C,NR2F1
PPARA,CALR
CTCFL,BRCA1
CTCFL,MYC
RUNX1,FHL2
RUNX1,TRAF6
GATA6,AQP5
NFKB1,CDK4
NFKB1,DLST
NFKB1,PTGDR
NFKB1,SP1
NFE2L2,ALS2
NFE2L2,PPP1R15B
NFE2L2,PRNP
NFE2L2,SOD2
NFE2L2,SRXN1
NFKB1,CRYGC
NR3C1,CALD1
TEAD1,PRL
JUN,NFIC
JUNB,NFIC
JUN,SOD2
JUNB,SOD2
HIF1A,CFTR
CEBPG,SLC11A1
FOXA2,IFNG
NFKB1,STK39
JUN,CCL4
JUNB,CCL4
SREBF1,CIC
FOXA2,GLB1
MYC,CDC20
IRF8,TNF
SMAD3,IL23A
RUNX2,OSR1
NRG1,ADH4
NRG1,CHMP4B
MYC,TCEAL7
PPARG,APOA4
PPARG,APOC4
PROX1,FLT4
PROX1,NRP1
NR3C1,CYP27A1
TFAP4,CDKN1A
PPARA,TERT
NFKB1,ELAVL1
TP73,CHEK2
SP7,PTHLH
TBX3,CDH1
TBX2,CDH1
NFKB1,SH2D1A
NFKB1,TNFRSF18
PPARG,RBP7
HIF1A,HSPA1B
JUN,KIF11
NFE2L2,NRF1
PPARA,TXNIP
JUN,TXNIP
JUNB,TXNIP
RXRA,TXNIP
CRX,BEST1
NFKB1,CHST2
RUNX1,IL17A
DMRT1,PRG4
NFKB1,PLIN2
JUN,MSR1
JUNB,MSR1
JDP2,MEST
JUN,PADI3
CRX,RS1
JUN,NOXO1
JUNB,NOXO1
NFKB1,IL13
HR,THY1
MEF2A,ART1
MYOG,ART1
RUNX1,DTX1
HIF1A,ALOX5AP
PPARG,PRKCE
DLX3,ACVR1
SMAD3,INS
SMAD3,VEGFA
NFKB1,CARD10
PPARA,PDZK1
HIF1A,SLC2A4
TCF3,IL7R
IRF4,IL10
NFATC2,IL10
NFE2L2,PRDX6
NFKB1,PPARGC1A
GATA4,PPARGC1A
JUN,TSPO
HIF1A,HGF
NFKB1,BANP
ZNF14,FSHB
JUNB,PLAT
IRF3,MAP2K1
MYC,FHIT
MYC,KIR3DL1
FOXP2,CNTNAP2
NFKB1,RIPK1
NFKB1,TNFRSF1A
NFKB1,TRAF5
NFKB1,SP2
HR,THEG
TP73,APOD
GATA4,TDO2
SIX1,SKI
NFKB1,GRK5
NFKB1,RHD
MYC,THAP11
CEBPG,ABCC2
ONECUT1,ABCC2
ID2,GH1
CUX1,KIF23
CUX1,RACGAP1
NFKB1,LGALS3BP
MYC,TAF4B
RUNX1,LGALS3
MYC,HES1
MYC,HSPD1
NFKB1,CEBPA
MAFA,DDIT3
JUN,COL3A1
MYC,HBB
TWIST1,CDH5
HIF1A,HIPK2
IRF4,TERT
IRF8,TERT
TP73,CADM1
GATA4,FGFR1
GATA4,KRT27
GATA4,ME3
POU2F1,FDPS
NFATC2,GATA3
NFKB1,DDX1
POU2F1,TGM2
MEF2A,IL10
POU5F1,SALL4
SALL4,POU5F1
JUN,BECN1
HMGA1,HAND1
HIF1A,G6PC1
NFKB1,SERPINB2
HMGA1,STAT3
FOXA2,CEBPA
FOXA2,IL5
FOXA3,CEBPA
FOXA3,IL5
MYC,EGFR
SMAD3,ID1
NFKB1,TAC4
FOXA2,SYTL4
SREBF2,UCP2
SREBF1,SYTL4
MYC,MNT
KLF14,TGFBR2
NFKB1,SLC25A5
NFKB1,HINT1
NFKB1,GPHB5
JUN,PTPRO
FOXA2,SFTPB
HIF1A,FOXM1
PPARG,IL13
POU1F1,SNCG
HIF1A,SLC29A2
MEF2A,KLF2
KLF2,MEF2A
RXRA,CYP7A1
DLX4,SECISBP2
HIF1A,RPS6KB1
HIF1A,GRIN1
MYC,BRD7
JUN,INE1
JUNB,INE1
NFKB1,INE1
ZNF362,RNASE2
ZEB1,MMP1
ZEB1,CDH13
RUNX2,COL10A1
GABPA,IL2
GABPA,SYVN1
NFKB1,CSNK1A1
POU2F1,PTGIR
POU2F1,CDKN1A
HIF1A,APP
HIF1A,RPSA
NFKB1,MMP2
SP7,CLEC2D
IRF3,CDKN1A
HIF1A,RAC1
MZF1,EIF2AK1
SREBF1,ELOVL5
HIF1A,MUC1
NR3C1,BMAL1
HIF1A,PARK7
POU3F3,NES
POU2F1,NES
MYC,AXIN2
MYC,PEBP1
ARNT,CA9
PROX1,IFNG
JUN,EZR
JUNB,EZR
GFI1,CDKN2B
NFKB1,BRMS1
NFKB1,TICAM1
MYOG,FGF8
TP73,PTEN
ZEB1,SEMA3F
HIF1A,PLAUR
GFI1,CSF1R
RUNX2,CSF1R
PPARG,SHBG
SREBF2,HNF4A
JUN,PTGDS
NFKB1,GFRA1
GFI1,ITGAE
MZF1,FGF2
MYC,EZH2
PPARA,NR1H3
JUN,CYGB
JUNB,CYGB
RUNX1,SPI1
NFKB1,KDM1A
PROX1,CCNE1
MYC,LIN28B
HIF1A,AGT
FOXI1,APP
JUN,FOSB
JUNB,FOSB
HIF1A,PNMT
PPARG,YWHAE
NFKB1,SUMO4
MAF,PKD2
MAF,SCG5
NEUROD1,PKD2
NEUROD1,SCG5
PPARG,SESN1
RUNX1,ABL1
RUNX1,BCR
RUNX1,SLC22A17
HOXD4,FGFR1
HOXD4,KRT27
HOXD4,ME3
MEF2A,CPT1B
JDP2,CDKN2A
JDP2,CDKN2B
JDP2,ATF3
TEAD4,HIF1A
JUN,AKR1B10
JUNB,AKR1B10
CEBPG,AKR1B10
HIF1A,DNASE1
HIF1A,GSN
RUNX2,SMPD3
BCL6,CCR7
NFKB1,SOX9
ID2,CDH1
HR,IFNG
RUNX2,FGFR3
RUNX2,SDC1
RUNX2,SDC2
RUNX2,SDC3
RUNX2,EXT1
PROX1,SLC26A5
GLIS3,INS
GLIS3,MAFA
CUX1,KMT2E
CUX1,PPIA
CUX1,SMARCA2
CUX1,SMARCA4
ABL1,BCL6
BCL6,ABL1
BCL6,BCR
BCL6,MAPK1
MYC,AGO1
JUN,VCAN
JUNB,VCAN
NEUROD1,PRPH2
ZHX2,HK2
ZHX3,HK2
ZHX2,ZHX2
ZHX3,ZHX2
ZHX2,ZHX3
ZHX3,ZHX3
GATA4,ERBB2
DLX4,CLDN7
HIF1A,PTGER1
HR,PDLIM7
NKRF,GCLC
NKRF,HPGDS
NKRF,SERPINA1
TEAD1,FGFR1
TEAD4,FGFR1
HIF1A,TRIM63
PPARA,ALAS1
NR3C1,RLN2
JUN,MAP3K4
FOSL1,GCM1
FOSL1,MMP2
JUNB,GCM1
NFKB1,COMT
SREBF1,HCFC1
TP73,BAG1
GATA4,ATP2A2
MYC,BASP1
RUNX2,MGP
RUNX2,SOX9
HIF1A,MST1R
BCL6,BCL2
MEF2A,ATP6V1B2
MEF2A,DIO2
MEF2A,TNFSF11
JDP2,POMC
GABPA,PYCARD
ESRRG,BGLAP
ESRRG,IBSP
TBP,KLK3
ARNT,PGR
RUNX1,KLF4
JUN,OLR1
JUNB,OLR1
TFE3,MAFB
PPARG,INS
SFPQ,AIFM1
NFKB1,OPTN
NR1D1,CLOCK
JUNB,ADCYAP1
RUNX2,CYP51A1
RUNX2,DHCR7
RUNX2,CYP11A1
RUNX1,PTGS2
TWIST1,PPARGC1A
NFKB1,MAP2K2
POU2F1,MLXIPL
HOXC4,AICDA
MEF2A,PPP1CA
MYC,FBXW7
CEBPG,PPARGC1A
JUN,RAC2
JUNB,RAC2
PPARG,IDE
NFKB1,CD200
HMGA1,RBP4
SFPQ,RBP4
NFKB1,COQ7
SMAD2,FN1
TCF3,OIT3
HIF1A,SDC1
RXRA,MAOB
BCL6,ATR
BCL6,SOCS2
BCL6,IGF1
BCL6,GH1
NFE2L2,TAT
MAF,COL27A1
MAF,COL11A2
FOSL1,MGP
ATF6,ESR1
ZBTB16,CD34
ID2,FSHR
PPARA,H2BC11
TCF3,CD19
SP7,SP1
ZNF384,SP1
HIF1A,BMP4
PPARA,APOA4
MYC,SLC9C1
NFKB1,ING2
MYOG,SLC22A5
RUNX1,CD6
JUN,S100A10
ID2,CDKN1B
TCF3,CDKN1B
ID2,CDKN2B
TCF3,CDKN2B
NFKB1,PIN1
MEF2A,JCHAIN
TCF3,JCHAIN
SMAD3,ACHE
NFKB1,FNDC3B
JUN,RETN
JUNB,RETN
MAF,CASP6
MAF,TSPOAP1
NR3C1,TH
MEF2A,HCN4
NFKB1,PLD1
SATB1,CR2
JUN,NDUFB6
JUN,UGT2B15
JUNB,UGT2B15
BCL6,AKT1
HIF1A,PLG
HIF1A,PLAT
HIF1A,PLAU
HIF1A,ANGPT2
KLF2,HIF1A
SREBF2,PON2
GATA6,MED1
SREBF2,SRD5A2
TCF3,VDR
GFI1,IL17A
NR3C1,SELENOP
NFKB1,ECRG4
MYC,CD34
CEBPG,TNFRSF1A
POU3F1,WNT1
POU3F3,WNT1
SMAD3,FSHR
NFKB1,PEBP1
MAF,ADGRE1
NFKB1,CFH
ATF6,CRTC2
GATA4,CDKN2B
ZNF436,SNCA
PPARG,GPA33
PPARA,GPA33
BCL6,SPIB
JUN,SPIB
HR,TUBB3
SREBF1,LPIN1
RREB1,TP53
TP73,MLH3
HR,NCF1
JUNB,COL1A2
MAF,CREBBP
PPARG,AGT
ATF6,PPP1R15A
CEBPG,ALDOB
NFKB1,IFNL1
HIF1A,GABRG2
NFKB1,MAVS
JUN,CDH2
JUNB,CDH2
JUN,CDH17
JUNB,CDH17
TCF7L2,GIP
JUN,LOX
JUNB,LOX
NFKB1,LOX
JUN,DUSP1
JUNB,DUSP1
RUNX2,AXIN2
GATA6,NLK
HIF1A,ACE2
HIF1A,ACE
JUN,IL23A
JUNB,IL23A
JUN,TNFAIP1
TP73,EGFR
MYC,ABL1
MYC,BCR
KLF2,IL2RA
MYC,E2F1
TCF3,NOTCH1
FOXA2,HELT
FOXA2,LMX1A
FOXA2,LMX1B
FOXA2,NKX2-2
LYL1,TRMT1
POU1F1,SYT1
NFKB1,PAK1
TP73,FAS
JUN,ADM
JUNB,ADM
JUN,IL21
JUNB,IL21
JUN,IL21R
JUNB,IL21R
NFKB1,IL21
TBP,BDP1
NR3C1,CRP
NFKB1,TREM2
GATA6,FASLG
NR3C1,ANGPTL4
BCL6,CXCR4
BCL6,CXCR5
BCL6,SNCA
BCL6,IFNG
BCL6,TBX21
BCL6,TH
NFE2L2,RNF123
PPARG,HCAR1
PPARG,HCAR2
PPARG,HCAR3
CUX1,CDH1
CUX1,SNAI2
JUN,KIF18A
HIF1A,CAPG
HIF1A,S100A4
JUN,BBC3
JUNB,BBC3
NR3C1,EDN1
HIF1A,CD36
TBP,NTRK1
NFKB1,PDGFRA
IRF8,MDM2
TCF7,IFNG
MYC,MDM2
RUNX2,COL1A2
RUNX2,FN1
JUNB,PCK1
CUX1,LATS1
CUX1,HSPB1
PPARG,NOS3
NFE2L2,PRKN
NFE2L2,CYP2E1
KLF2,CXCR4
JUN,CXCL13
NFKB1,HAX1
NEUROD1,IGFBP2
HIF1A,ADM2
FOSL1,IL6
HIF1A,HK2
ESRRG,CREBZF
ESRRG,PPARGC1B
NFKB1,VASP
ZNF436,TRIM28
KLF2,SHC1
MEF2A,SHC1
PPARG,STAR
TCF3,EXO1
RUNX1,IL10
NFKB1,FOXP3
NFKB1,KIRREL2
PPARG,VLDLR
PPARA,VLDLR
PROX1,SUMO1
NFKB1,G0S2
NFKB1,RPS3
PPARA,HMGCS2
NFE2L2,CES1P1
NFYA,SREBF1
SREBF1,NFYA
IRF8,TNFSF11
JUN,YY1
JUNB,YY1
ESRRG,YY1
JUNB,MYOD1
ZBTB16,GFI1
GFI1,ZBTB16
ID2,ZBTB16
ZBTB16,ID2
CUX1,VEGFC
HIF1A,HIF1AN
SMAD3,SGCA
PPARA,CYP7B1
GABPA,CYP7B1
NFKB1,P2RY1
POU5F1,SOX17
MYC,SOX2
PPARG,RORC
MYC,CD44
CUX1,WNT2
JUN,SLC47A1
JUNB,SLC47A1
JUN,SST
PPARA,SLC25A20
NFATC2,ABCA1
RUNX2,SNAI2
NFKB1,HLA-G
HOXB7,GH1
JUN,XYLT1
JUNB,XYLT1
NFKB1,PDGFRB
HIF1A,IKBKB
ONECUT1,CCN2
ONECUT1,MMP7
ONECUT1,NUPR1
ONECUT1,S100A8
TBP,POLI
PPARG,TAFAZZIN
NFKB1,CARM1
MYC,EIF4EBP1
ZXDA,HLA-E
TP73,CRYAB
IRF3,MAPK1
IRF3,SOCS2
MYOG,SMYD1
SMARCC1,SMARCA4
MYC,TIMP2
SMAD3,GLI2
KLF3,BIK
KLF3,CALCA
KLF3,HP
IRF8,FANCF
TCF3,NTRK2
TCF3,MAP3K10
TCF3,MAP3K13
TWIST1,AR
RREB1,SLC39A1
MYC,SLC25A5
CEBPG,HSD11B1
PPARG,TXNIP
PPARG,KLF6
POU1F1,CCND1
JUNB,MAP3K8
CEBPG,SREBF1
ID2,HHIP
HR,CYP24A1
HR,DIO3
FOXA3,IGF1
NFE2L2,ABCB11
ZNF143,CLN3
ARNT,ABCA1
HIF1A,CCL5
SP7,BMP2
NFKB1,MUC5AC
NFKB1,TEC
NFKB1,PDGFD
NFATC2,TERT
IRF4,FAIM
CEBPG,PIN1
PPARG,SLC4A1
NFKB1,PLA2G2A
MYC,RASSF1
MYC,RARA
BCL6,PTPRO
TBP,TP63
JUN,HBG1
NFE2L2,ATF3
SMAD3,PTPRK
TCF3,BIRC5
PPARG,SLC9A1
RREB1,HLA-G
NFKB1,FLT4
NFKB1,PENK
TBP,LITAF
HMGA1,MMP2
MEF2A,IL6
NFKB1,OLFM4
JUN,PDK1
SREBF2,DDAH1
RUNX1,FOXP3
NFKB1,WWOX
JUN,IGF1
JUNB,IGF1
ZEB1,AR
PPARG,ALB
HIF1A,XPC
HIF1A,ERCC2
FOXA2,ABCB1
FOXA2,CYP3A4
FOXA3,ABCB1
JUN,RBFOX2
JUNB,RBFOX2
JUN,SLC8A1
JUNB,SLC8A1
NFKB1,HSPD1
NFKB1,RGS4
RUNX2,BIRC5
NFE2L2,POLG
PPARG,HP
SMAD3,MDM2
TWIST1,CDH17
JUNB,CDKN1B
JUN,PI3
JUNB,PI3
SREBF1,PPARGC1A
HMGB2,GFI1B
POU2F1,GFI1B
POU1F1,GNRH1
NFKB1,TCEAL7
GATA4,CYP2C9
POU5F1,PRKN
HIF1A,PAK1
HIF1A,TLR4
PPARA,CREB3L3
ZEB1,CDKN1A
NFKB1,PPM1D
HIF1A,HES1
HIF1A,HEY1
NR1D1,FGF21
ZFP42,AKT1
ZFP42,PIK3R1
NFKB1,TRIB1
NR3C1,CREB1
ATF6,G6PC1
ATF6,PCK1
ATF6,CREB1
NFKB1,TNFRSF13C
PATZ1,PRKAR1A
HR,UGT1A7
MYC,PTK6
MYOG,MAPK12
RUNX1,NUCB2
ZNF436,PSEN1
FOXA2,CXCR4
POU5F1,CXCR4
TBP,ETS2
NFKB1,FOXA2
NFKB1,TP63
NFKB1,PPARA
ZNF384,IFNG
DMRT1,CYP19A1
DMRT1,NR5A1
CEBPG,WDTC1
NFKB1,MMP10
IRF4,PRDM1
MAF,MMP13
FOXA2,SOX14
NFKB1,APRT
NFKB1,PRKAA2
HIF1A,RECK
NR3C1,IFI16
PPARG,MIF
JUN,PPM1D
MEF2A,XIRP2
NFKB1,HSPA5
NFKB1,FGF16
PPARG,AACS
HIF1A,TKTL1
NFE2L2,TGFB1
MYC,SRM
JUN,SCD
JUNB,SCD
SMAD3,SMN2
SATB1,GATA3
HIF1A,SRC
ASCL4,FGFR1
ASCL4,KRT14
ASCL4,KRT9
JUN,KBTBD7
JUNB,KBTBD7
NR3C1,SLC30A2
RREB1,HBZ
NR3C1,TRH
JDP2,MT1A
JDP2,VIM
GABPA,LIG4
MZF1,AXL
JUN,ACOT11
JUN,FABP2
SMAD3,LHB
NR3C1,S100P
NFKB1,LTF
NR3C1,HP
NR3C1,MCL1
NR3C1,PMAIP1
CEBPG,SIRT1
FOXA2,CDH1
ATF6,WFS1
ATF6,PRKN
NFKB1,GNB1L
NFKB1,PMAIP1
TP73,GNB1L
TP73,PMAIP1
ATF6,SLC2A4
MYC,HSP90AA2P
ZEB1,BCL6
NFKB1,CERT1
NFE2L2,SLC40A1
RUNX1,ALOX12
NFE2L2,ATF4
NFE2L2,VEGFA
SIRT1,NR0B2
NFKB1,LIMD2
POU2F1,NTHL1
GFI1,CDKN1A
TCF3,ID3
ZNF85,PRDX5
NFE2L2,CYP2J2
RXRA,TFAP2A
MYC,NKX3-1
RUNX2,ABCB1
NFKB1,MMP14
NKRF,HSPA9
JUNB,SMURF1
GFI1,RASGRP1
PPARG,TRARG1
SP7,COL5A3
GATA4,CYP2C19
BCL6,IL17A
TCF3,ZFP36
JUN,CCN2
JUNB,CCN2
NFKB1,MAP2K3
CUX1,OCLN
CUX1,IL4
TBP,TENT4A
IKZF2,IL2RA
IKZF2,FOXP3
HR,CCND3
BCL6,MAML1
CTCFL,GAL3ST1
RUNX2,CYP19A1
PPARA,FGF21
HIF1A,PRPH2
TP73,FGFR3
IRF4,AICDA
DLX4,IKBKE
DLX4,TBK1
IRF3,IKBKE
